Log(E/eV)	r [M]	Theta	Synchr
9.66667	4.40139	1.35789	0
10.8889	4.40139	1.35789	0
12.1111	4.40139	1.35789	0
13.3333	4.40139	1.35789	0
14.5556	4.40139	1.35789	0
15.7778	4.40139	1.35789	0
17	4.40139	1.35789	0
6	4.65434	1.35789	0
7.22222	4.65434	1.35789	0
8.44444	4.65434	1.35789	0
9.66667	4.65434	1.35789	0
10.8889	4.65434	1.35789	0
12.1111	4.65434	1.35789	0
13.3333	4.65434	1.35789	0
14.5556	4.65434	1.35789	0
15.7778	4.65434	1.35789	0
17	4.65434	1.35789	0
6	4.90729	1.35789	0
7.22222	4.90729	1.35789	0
8.44444	4.90729	1.35789	0
9.66667	4.90729	1.35789	0
10.8889	4.90729	1.35789	0
12.1111	4.90729	1.35789	0
13.3333	4.90729	1.35789	0
14.5556	4.90729	1.35789	0
15.7778	4.90729	1.35789	0
17	4.90729	1.35789	0
6	5.16025	1.35789	0
7.22222	5.16025	1.35789	0
8.44444	5.16025	1.35789	0
9.66667	5.16025	1.35789	0
10.8889	5.16025	1.35789	0
12.1111	5.16025	1.35789	0
13.3333	5.16025	1.35789	0
14.5556	5.16025	1.35789	0
15.7778	5.16025	1.35789	0
17	5.16025	1.35789	0
6	5.4132	1.35789	0
7.22222	5.4132	1.35789	0
8.44444	5.4132	1.35789	0
9.66667	5.4132	1.35789	0
10.8889	5.4132	1.35789	0
12.1111	5.4132	1.35789	0
13.3333	5.4132	1.35789	0
14.5556	5.4132	1.35789	0
15.7778	5.4132	1.35789	0
17	5.4132	1.35789	0
6	5.66615	1.35789	0
7.22222	5.66615	1.35789	0
8.44444	5.66615	1.35789	0
9.66667	5.66615	1.35789	0
10.8889	5.66615	1.35789	0
12.1111	5.66615	1.35789	0
13.3333	5.66615	1.35789	0
14.5556	5.66615	1.35789	0
15.7778	5.66615	1.35789	0
17	5.66615	1.35789	0
6	5.9191	1.35789	0
7.22222	5.9191	1.35789	0
8.44444	5.9191	1.35789	0
9.66667	5.9191	1.35789	0
10.8889	5.9191	1.35789	0
12.1111	5.9191	1.35789	0
13.3333	5.9191	1.35789	0
14.5556	5.9191	1.35789	0
15.7778	5.9191	1.35789	0
17	5.9191	1.35789	0
6	6.17206	1.35789	0
7.22222	6.17206	1.35789	0
8.44444	6.17206	1.35789	0
9.66667	6.17206	1.35789	0
10.8889	6.17206	1.35789	0
12.1111	6.17206	1.35789	0
13.3333	6.17206	1.35789	0
14.5556	6.17206	1.35789	0
15.7778	6.17206	1.35789	0
17	6.17206	1.35789	0
6	6.42501	1.35789	0
7.22222	6.42501	1.35789	0
8.44444	6.42501	1.35789	0
9.66667	6.42501	1.35789	0
10.8889	6.42501	1.35789	0
12.1111	6.42501	1.35789	0
13.3333	6.42501	1.35789	0
14.5556	6.42501	1.35789	0
15.7778	6.42501	1.35789	0
17	6.42501	1.35789	0
6	6.67796	1.35789	0
7.22222	6.67796	1.35789	0
8.44444	6.67796	1.35789	0
9.66667	6.67796	1.35789	0
10.8889	6.67796	1.35789	0
12.1111	6.67796	1.35789	0
13.3333	6.67796	1.35789	0
14.5556	6.67796	1.35789	0
15.7778	6.67796	1.35789	0
17	6.67796	1.35789	0
6	6.93091	1.35789	0
7.22222	6.93091	1.35789	0
8.44444	6.93091	1.35789	0
9.66667	6.93091	1.35789	0
10.8889	6.93091	1.35789	0
12.1111	6.93091	1.35789	0
13.3333	6.93091	1.35789	0
14.5556	6.93091	1.35789	0
15.7778	6.93091	1.35789	0
17	6.93091	1.35789	0
6	7.18387	1.35789	0
7.22222	7.18387	1.35789	0
8.44444	7.18387	1.35789	0
9.66667	7.18387	1.35789	0
10.8889	7.18387	1.35789	0
12.1111	7.18387	1.35789	0
13.3333	7.18387	1.35789	0
14.5556	7.18387	1.35789	0
15.7778	7.18387	1.35789	0
17	7.18387	1.35789	0
6	7.43682	1.35789	0
7.22222	7.43682	1.35789	0
8.44444	7.43682	1.35789	0
9.66667	7.43682	1.35789	0
10.8889	7.43682	1.35789	0
12.1111	7.43682	1.35789	0
13.3333	7.43682	1.35789	0
14.5556	7.43682	1.35789	0
15.7778	7.43682	1.35789	0
17	7.43682	1.35789	0
6	7.68977	1.35789	0
7.22222	7.68977	1.35789	0
8.44444	7.68977	1.35789	0
9.66667	7.68977	1.35789	0
10.8889	7.68977	1.35789	0
12.1111	7.68977	1.35789	0
13.3333	7.68977	1.35789	0
14.5556	7.68977	1.35789	0
15.7778	7.68977	1.35789	0
17	7.68977	1.35789	0
6	7.94272	1.35789	0
7.22222	7.94272	1.35789	0
8.44444	7.94272	1.35789	0
9.66667	7.94272	1.35789	0
10.8889	7.94272	1.35789	0
12.1111	7.94272	1.35789	0
13.3333	7.94272	1.35789	0
14.5556	7.94272	1.35789	0
15.7778	7.94272	1.35789	0
17	7.94272	1.35789	0
6	8.19568	1.35789	0
7.22222	8.19568	1.35789	0
8.44444	8.19568	1.35789	0
9.66667	8.19568	1.35789	0
10.8889	8.19568	1.35789	0
12.1111	8.19568	1.35789	0
13.3333	8.19568	1.35789	0
14.5556	8.19568	1.35789	0
15.7778	8.19568	1.35789	0
17	8.19568	1.35789	0
6	8.44863	1.35789	0
7.22222	8.44863	1.35789	0
8.44444	8.44863	1.35789	0
9.66667	8.44863	1.35789	0
10.8889	8.44863	1.35789	0
12.1111	8.44863	1.35789	0
13.3333	8.44863	1.35789	0
14.5556	8.44863	1.35789	0
15.7778	8.44863	1.35789	0
17	8.44863	1.35789	0
6	8.70158	1.35789	0
7.22222	8.70158	1.35789	0
8.44444	8.70158	1.35789	0
9.66667	8.70158	1.35789	0
10.8889	8.70158	1.35789	0
12.1111	8.70158	1.35789	0
13.3333	8.70158	1.35789	0
14.5556	8.70158	1.35789	0
15.7778	8.70158	1.35789	0
17	8.70158	1.35789	0
6	8.95453	1.35789	0
7.22222	8.95453	1.35789	0
8.44444	8.95453	1.35789	0
9.66667	8.95453	1.35789	0
10.8889	8.95453	1.35789	0
12.1111	8.95453	1.35789	0
13.3333	8.95453	1.35789	0
14.5556	8.95453	1.35789	0
15.7778	8.95453	1.35789	0
17	8.95453	1.35789	0
6	9.20749	1.35789	0
7.22222	9.20749	1.35789	0
8.44444	9.20749	1.35789	0
9.66667	9.20749	1.35789	0
10.8889	9.20749	1.35789	0
12.1111	9.20749	1.35789	0
13.3333	9.20749	1.35789	0
14.5556	9.20749	1.35789	0
15.7778	9.20749	1.35789	0
17	9.20749	1.35789	0
6	9.46044	1.35789	0
7.22222	9.46044	1.35789	0
8.44444	9.46044	1.35789	0
9.66667	9.46044	1.35789	0
10.8889	9.46044	1.35789	0
12.1111	9.46044	1.35789	0
13.3333	9.46044	1.35789	0
14.5556	9.46044	1.35789	0
15.7778	9.46044	1.35789	0
17	9.46044	1.35789	0
6	9.71339	1.35789	0
7.22222	9.71339	1.35789	0
8.44444	9.71339	1.35789	0
9.66667	9.71339	1.35789	0
10.8889	9.71339	1.35789	0
12.1111	9.71339	1.35789	0
13.3333	9.71339	1.35789	0
14.5556	9.71339	1.35789	0
15.7778	9.71339	1.35789	0
17	9.71339	1.35789	0
6	9.96634	1.35789	0
7.22222	9.96634	1.35789	0
8.44444	9.96634	1.35789	0
9.66667	9.96634	1.35789	0
10.8889	9.96634	1.35789	0
12.1111	9.96634	1.35789	0
13.3333	9.96634	1.35789	0
14.5556	9.96634	1.35789	0
15.7778	9.96634	1.35789	0
17	9.96634	1.35789	0
6	10.2193	1.35789	0
7.22222	10.2193	1.35789	0
8.44444	10.2193	1.35789	0
9.66667	10.2193	1.35789	0
10.8889	10.2193	1.35789	0
12.1111	10.2193	1.35789	0
13.3333	10.2193	1.35789	0
14.5556	10.2193	1.35789	0
15.7778	10.2193	1.35789	0
17	10.2193	1.35789	0
6	10.4722	1.35789	0
7.22222	10.4722	1.35789	0
8.44444	10.4722	1.35789	0
9.66667	10.4722	1.35789	0
10.8889	10.4722	1.35789	0
12.1111	10.4722	1.35789	0
13.3333	10.4722	1.35789	0
14.5556	10.4722	1.35789	0
15.7778	10.4722	1.35789	0
17	10.4722	1.35789	0
6	10.7252	1.35789	0
7.22222	10.7252	1.35789	0
8.44444	10.7252	1.35789	0
9.66667	10.7252	1.35789	0
10.8889	10.7252	1.35789	0
12.1111	10.7252	1.35789	0
13.3333	10.7252	1.35789	0
14.5556	10.7252	1.35789	0
15.7778	10.7252	1.35789	0
17	10.7252	1.35789	0
6	10.9782	1.35789	0
7.22222	10.9782	1.35789	0
8.44444	10.9782	1.35789	0
9.66667	10.9782	1.35789	0
10.8889	10.9782	1.35789	0
12.1111	10.9782	1.35789	0
13.3333	10.9782	1.35789	0
14.5556	10.9782	1.35789	0
15.7778	10.9782	1.35789	0
17	10.9782	1.35789	0
6	11.2311	1.35789	0
7.22222	11.2311	1.35789	0
8.44444	11.2311	1.35789	0
9.66667	11.2311	1.35789	0
10.8889	11.2311	1.35789	0
12.1111	11.2311	1.35789	0
13.3333	11.2311	1.35789	0
14.5556	11.2311	1.35789	0
15.7778	11.2311	1.35789	0
17	11.2311	1.35789	0
6	11.4841	1.35789	0
7.22222	11.4841	1.35789	0
8.44444	11.4841	1.35789	0
9.66667	11.4841	1.35789	0
10.8889	11.4841	1.35789	0
12.1111	11.4841	1.35789	0
13.3333	11.4841	1.35789	0
14.5556	11.4841	1.35789	0
15.7778	11.4841	1.35789	0
17	11.4841	1.35789	0
6	11.737	1.35789	0
7.22222	11.737	1.35789	0
8.44444	11.737	1.35789	0
9.66667	11.737	1.35789	0
10.8889	11.737	1.35789	0
12.1111	11.737	1.35789	0
13.3333	11.737	1.35789	0
14.5556	11.737	1.35789	0
15.7778	11.737	1.35789	0
17	11.737	1.35789	0
6	11.99	1.35789	0
7.22222	11.99	1.35789	0
8.44444	11.99	1.35789	0
9.66667	11.99	1.35789	0
10.8889	11.99	1.35789	0
12.1111	11.99	1.35789	0
13.3333	11.99	1.35789	0
14.5556	11.99	1.35789	0
15.7778	11.99	1.35789	0
17	11.99	1.35789	0
6	12.2429	1.35789	0
7.22222	12.2429	1.35789	0
8.44444	12.2429	1.35789	0
9.66667	12.2429	1.35789	0
10.8889	12.2429	1.35789	0
12.1111	12.2429	1.35789	0
13.3333	12.2429	1.35789	0
14.5556	12.2429	1.35789	0
15.7778	12.2429	1.35789	0
17	12.2429	1.35789	0
6	12.4959	1.35789	0
7.22222	12.4959	1.35789	0
8.44444	12.4959	1.35789	0
9.66667	12.4959	1.35789	0
10.8889	12.4959	1.35789	0
12.1111	12.4959	1.35789	0
13.3333	12.4959	1.35789	0
14.5556	12.4959	1.35789	0
15.7778	12.4959	1.35789	0
17	12.4959	1.35789	0
6	12.7488	1.35789	0
7.22222	12.7488	1.35789	0
8.44444	12.7488	1.35789	0
9.66667	12.7488	1.35789	0
10.8889	12.7488	1.35789	0
12.1111	12.7488	1.35789	0
13.3333	12.7488	1.35789	0
14.5556	12.7488	1.35789	0
15.7778	12.7488	1.35789	0
17	12.7488	1.35789	0
6	13.0018	1.35789	0
7.22222	13.0018	1.35789	0
8.44444	13.0018	1.35789	0
9.66667	13.0018	1.35789	0
10.8889	13.0018	1.35789	0
12.1111	13.0018	1.35789	0
13.3333	13.0018	1.35789	0
14.5556	13.0018	1.35789	0
15.7778	13.0018	1.35789	0
17	13.0018	1.35789	0
6	13.2547	1.35789	0
7.22222	13.2547	1.35789	0
8.44444	13.2547	1.35789	0
9.66667	13.2547	1.35789	0
10.8889	13.2547	1.35789	0
12.1111	13.2547	1.35789	0
13.3333	13.2547	1.35789	0
14.5556	13.2547	1.35789	0
15.7778	13.2547	1.35789	0
17	13.2547	1.35789	0
6	13.5077	1.35789	0
7.22222	13.5077	1.35789	0
8.44444	13.5077	1.35789	0
9.66667	13.5077	1.35789	0
10.8889	13.5077	1.35789	0
12.1111	13.5077	1.35789	0
13.3333	13.5077	1.35789	0
14.5556	13.5077	1.35789	0
15.7778	13.5077	1.35789	0
17	13.5077	1.35789	0
6	13.7606	1.35789	0
7.22222	13.7606	1.35789	0
8.44444	13.7606	1.35789	0
9.66667	13.7606	1.35789	0
10.8889	13.7606	1.35789	0
12.1111	13.7606	1.35789	0
13.3333	13.7606	1.35789	0
14.5556	13.7606	1.35789	0
15.7778	13.7606	1.35789	0
17	13.7606	1.35789	0
6	14.0136	1.35789	0
7.22222	14.0136	1.35789	0
8.44444	14.0136	1.35789	0
9.66667	14.0136	1.35789	0
10.8889	14.0136	1.35789	0
12.1111	14.0136	1.35789	0
13.3333	14.0136	1.35789	0
14.5556	14.0136	1.35789	0
15.7778	14.0136	1.35789	0
17	14.0136	1.35789	0
6	14.2665	1.35789	0
7.22222	14.2665	1.35789	0
8.44444	14.2665	1.35789	0
9.66667	14.2665	1.35789	0
10.8889	14.2665	1.35789	0
12.1111	14.2665	1.35789	0
13.3333	14.2665	1.35789	0
14.5556	14.2665	1.35789	0
15.7778	14.2665	1.35789	0
17	14.2665	1.35789	0
6	14.5195	1.35789	0
7.22222	14.5195	1.35789	0
8.44444	14.5195	1.35789	0
9.66667	14.5195	1.35789	0
10.8889	14.5195	1.35789	0
12.1111	14.5195	1.35789	0
13.3333	14.5195	1.35789	0
14.5556	14.5195	1.35789	0
15.7778	14.5195	1.35789	0
17	14.5195	1.35789	0
6	14.7724	1.35789	0
7.22222	14.7724	1.35789	0
8.44444	14.7724	1.35789	0
9.66667	14.7724	1.35789	0
10.8889	14.7724	1.35789	0
12.1111	14.7724	1.35789	0
13.3333	14.7724	1.35789	0
14.5556	14.7724	1.35789	0
15.7778	14.7724	1.35789	0
17	14.7724	1.35789	0
6	15.0254	1.35789	0
7.22222	15.0254	1.35789	0
8.44444	15.0254	1.35789	0
9.66667	15.0254	1.35789	0
10.8889	15.0254	1.35789	0
12.1111	15.0254	1.35789	0
13.3333	15.0254	1.35789	0
14.5556	15.0254	1.35789	0
15.7778	15.0254	1.35789	0
17	15.0254	1.35789	0
6	15.2783	1.35789	0
7.22222	15.2783	1.35789	0
8.44444	15.2783	1.35789	0
9.66667	15.2783	1.35789	0
10.8889	15.2783	1.35789	0
12.1111	15.2783	1.35789	0
13.3333	15.2783	1.35789	0
14.5556	15.2783	1.35789	0
15.7778	15.2783	1.35789	0
17	15.2783	1.35789	0
6	15.5313	1.35789	0
7.22222	15.5313	1.35789	0
8.44444	15.5313	1.35789	0
9.66667	15.5313	1.35789	0
10.8889	15.5313	1.35789	0
12.1111	15.5313	1.35789	0
13.3333	15.5313	1.35789	0
14.5556	15.5313	1.35789	0
15.7778	15.5313	1.35789	0
17	15.5313	1.35789	0
6	15.7842	1.35789	0
7.22222	15.7842	1.35789	0
8.44444	15.7842	1.35789	0
9.66667	15.7842	1.35789	0
10.8889	15.7842	1.35789	0
12.1111	15.7842	1.35789	0
13.3333	15.7842	1.35789	0
14.5556	15.7842	1.35789	0
15.7778	15.7842	1.35789	0
17	15.7842	1.35789	0
6	16.0372	1.35789	0
7.22222	16.0372	1.35789	0
8.44444	16.0372	1.35789	0
9.66667	16.0372	1.35789	0
10.8889	16.0372	1.35789	0
12.1111	16.0372	1.35789	0
13.3333	16.0372	1.35789	0
14.5556	16.0372	1.35789	0
15.7778	16.0372	1.35789	0
17	16.0372	1.35789	0
6	16.2902	1.35789	0
7.22222	16.2902	1.35789	0
8.44444	16.2902	1.35789	0
9.66667	16.2902	1.35789	0
10.8889	16.2902	1.35789	0
12.1111	16.2902	1.35789	0
13.3333	16.2902	1.35789	0
14.5556	16.2902	1.35789	0
15.7778	16.2902	1.35789	0
17	16.2902	1.35789	0
6	16.5431	1.35789	0
7.22222	16.5431	1.35789	0
8.44444	16.5431	1.35789	0
9.66667	16.5431	1.35789	0
10.8889	16.5431	1.35789	0
12.1111	16.5431	1.35789	0
13.3333	16.5431	1.35789	0
14.5556	16.5431	1.35789	0
15.7778	16.5431	1.35789	0
17	16.5431	1.35789	0
6	16.7961	1.35789	0
7.22222	16.7961	1.35789	0
8.44444	16.7961	1.35789	0
9.66667	16.7961	1.35789	0
10.8889	16.7961	1.35789	0
12.1111	16.7961	1.35789	0
13.3333	16.7961	1.35789	0
14.5556	16.7961	1.35789	0
15.7778	16.7961	1.35789	0
17	16.7961	1.35789	0
6	17.049	1.35789	0
7.22222	17.049	1.35789	0
8.44444	17.049	1.35789	0
9.66667	17.049	1.35789	0
10.8889	17.049	1.35789	0
12.1111	17.049	1.35789	0
13.3333	17.049	1.35789	0
14.5556	17.049	1.35789	0
15.7778	17.049	1.35789	0
17	17.049	1.35789	0
6	17.302	1.35789	0
7.22222	17.302	1.35789	0
8.44444	17.302	1.35789	0
9.66667	17.302	1.35789	0
10.8889	17.302	1.35789	0
12.1111	17.302	1.35789	0
13.3333	17.302	1.35789	0
14.5556	17.302	1.35789	0
15.7778	17.302	1.35789	0
17	17.302	1.35789	0
6	17.5549	1.35789	0
7.22222	17.5549	1.35789	0
8.44444	17.5549	1.35789	0
9.66667	17.5549	1.35789	0
10.8889	17.5549	1.35789	0
12.1111	17.5549	1.35789	0
13.3333	17.5549	1.35789	0
14.5556	17.5549	1.35789	0
15.7778	17.5549	1.35789	0
17	17.5549	1.35789	0
6	17.8079	1.35789	0
7.22222	17.8079	1.35789	0
8.44444	17.8079	1.35789	0
9.66667	17.8079	1.35789	0
10.8889	17.8079	1.35789	0
12.1111	17.8079	1.35789	0
13.3333	17.8079	1.35789	0
14.5556	17.8079	1.35789	0
15.7778	17.8079	1.35789	0
17	17.8079	1.35789	0
6	18.0608	1.35789	0
7.22222	18.0608	1.35789	0
8.44444	18.0608	1.35789	0
9.66667	18.0608	1.35789	0
10.8889	18.0608	1.35789	0
12.1111	18.0608	1.35789	0
13.3333	18.0608	1.35789	0
14.5556	18.0608	1.35789	0
15.7778	18.0608	1.35789	0
17	18.0608	1.35789	0
6	18.3138	1.35789	0
7.22222	18.3138	1.35789	0
8.44444	18.3138	1.35789	0
9.66667	18.3138	1.35789	0
10.8889	18.3138	1.35789	0
12.1111	18.3138	1.35789	0
13.3333	18.3138	1.35789	0
14.5556	18.3138	1.35789	0
15.7778	18.3138	1.35789	0
17	18.3138	1.35789	0
6	18.5667	1.35789	0
7.22222	18.5667	1.35789	0
8.44444	18.5667	1.35789	0
9.66667	18.5667	1.35789	0
10.8889	18.5667	1.35789	0
12.1111	18.5667	1.35789	0
13.3333	18.5667	1.35789	0
14.5556	18.5667	1.35789	0
15.7778	18.5667	1.35789	0
17	18.5667	1.35789	0
6	18.8197	1.35789	0
7.22222	18.8197	1.35789	0
8.44444	18.8197	1.35789	0
9.66667	18.8197	1.35789	0
10.8889	18.8197	1.35789	0
12.1111	18.8197	1.35789	0
13.3333	18.8197	1.35789	0
14.5556	18.8197	1.35789	0
15.7778	18.8197	1.35789	0
17	18.8197	1.35789	0
6	19.0726	1.35789	0
7.22222	19.0726	1.35789	0
8.44444	19.0726	1.35789	0
9.66667	19.0726	1.35789	0
10.8889	19.0726	1.35789	0
12.1111	19.0726	1.35789	0
13.3333	19.0726	1.35789	0
14.5556	19.0726	1.35789	0
15.7778	19.0726	1.35789	0
17	19.0726	1.35789	0
6	19.3256	1.35789	0
7.22222	19.3256	1.35789	0
8.44444	19.3256	1.35789	0
9.66667	19.3256	1.35789	0
10.8889	19.3256	1.35789	0
12.1111	19.3256	1.35789	0
13.3333	19.3256	1.35789	0
14.5556	19.3256	1.35789	0
15.7778	19.3256	1.35789	0
17	19.3256	1.35789	0
6	19.5785	1.35789	0
7.22222	19.5785	1.35789	0
8.44444	19.5785	1.35789	0
9.66667	19.5785	1.35789	0
10.8889	19.5785	1.35789	0
12.1111	19.5785	1.35789	0
13.3333	19.5785	1.35789	0
14.5556	19.5785	1.35789	0
15.7778	19.5785	1.35789	0
17	19.5785	1.35789	0
6	19.8315	1.35789	0
7.22222	19.8315	1.35789	0
8.44444	19.8315	1.35789	0
9.66667	19.8315	1.35789	0
10.8889	19.8315	1.35789	0
12.1111	19.8315	1.35789	0
13.3333	19.8315	1.35789	0
14.5556	19.8315	1.35789	0
15.7778	19.8315	1.35789	0
17	19.8315	1.35789	0
6	20.0844	1.35789	0
7.22222	20.0844	1.35789	0
8.44444	20.0844	1.35789	0
9.66667	20.0844	1.35789	0
10.8889	20.0844	1.35789	0
12.1111	20.0844	1.35789	0
13.3333	20.0844	1.35789	0
14.5556	20.0844	1.35789	0
15.7778	20.0844	1.35789	0
17	20.0844	1.35789	0
6	20.3374	1.35789	0
7.22222	20.3374	1.35789	0
8.44444	20.3374	1.35789	0
9.66667	20.3374	1.35789	0
10.8889	20.3374	1.35789	0
12.1111	20.3374	1.35789	0
13.3333	20.3374	1.35789	0
14.5556	20.3374	1.35789	0
15.7778	20.3374	1.35789	0
17	20.3374	1.35789	0
6	20.5903	1.35789	0
7.22222	20.5903	1.35789	0
8.44444	20.5903	1.35789	0
9.66667	20.5903	1.35789	0
10.8889	20.5903	1.35789	0
12.1111	20.5903	1.35789	0
13.3333	20.5903	1.35789	0
14.5556	20.5903	1.35789	0
15.7778	20.5903	1.35789	0
17	20.5903	1.35789	0
6	20.8433	1.35789	0
7.22222	20.8433	1.35789	0
8.44444	20.8433	1.35789	0
9.66667	20.8433	1.35789	0
10.8889	20.8433	1.35789	0
12.1111	20.8433	1.35789	0
13.3333	20.8433	1.35789	0
14.5556	20.8433	1.35789	0
15.7778	20.8433	1.35789	0
17	20.8433	1.35789	0
6	21.0962	1.35789	0
7.22222	21.0962	1.35789	0
8.44444	21.0962	1.35789	0
9.66667	21.0962	1.35789	0
10.8889	21.0962	1.35789	0
12.1111	21.0962	1.35789	0
13.3333	21.0962	1.35789	0
14.5556	21.0962	1.35789	0
15.7778	21.0962	1.35789	0
17	21.0962	1.35789	0
6	21.3492	1.35789	0
7.22222	21.3492	1.35789	0
8.44444	21.3492	1.35789	0
9.66667	21.3492	1.35789	0
10.8889	21.3492	1.35789	0
12.1111	21.3492	1.35789	0
13.3333	21.3492	1.35789	0
14.5556	21.3492	1.35789	0
15.7778	21.3492	1.35789	0
17	21.3492	1.35789	0
6	21.6022	1.35789	0
7.22222	21.6022	1.35789	0
8.44444	21.6022	1.35789	0
9.66667	21.6022	1.35789	0
10.8889	21.6022	1.35789	0
12.1111	21.6022	1.35789	0
13.3333	21.6022	1.35789	0
14.5556	21.6022	1.35789	0
15.7778	21.6022	1.35789	0
17	21.6022	1.35789	0
6	21.8551	1.35789	0
7.22222	21.8551	1.35789	0
8.44444	21.8551	1.35789	0
9.66667	21.8551	1.35789	0
10.8889	21.8551	1.35789	0
12.1111	21.8551	1.35789	0
13.3333	21.8551	1.35789	0
14.5556	21.8551	1.35789	0
15.7778	21.8551	1.35789	0
17	21.8551	1.35789	0
6	22.1081	1.35789	0
7.22222	22.1081	1.35789	0
8.44444	22.1081	1.35789	0
9.66667	22.1081	1.35789	0
10.8889	22.1081	1.35789	0
12.1111	22.1081	1.35789	0
13.3333	22.1081	1.35789	0
14.5556	22.1081	1.35789	0
15.7778	22.1081	1.35789	0
17	22.1081	1.35789	0
6	22.361	1.35789	0
7.22222	22.361	1.35789	0
8.44444	22.361	1.35789	0
9.66667	22.361	1.35789	0
10.8889	22.361	1.35789	0
12.1111	22.361	1.35789	0
13.3333	22.361	1.35789	0
14.5556	22.361	1.35789	0
15.7778	22.361	1.35789	0
17	22.361	1.35789	0
6	22.614	1.35789	0
7.22222	22.614	1.35789	0
8.44444	22.614	1.35789	0
9.66667	22.614	1.35789	0
10.8889	22.614	1.35789	0
12.1111	22.614	1.35789	0
13.3333	22.614	1.35789	0
14.5556	22.614	1.35789	0
15.7778	22.614	1.35789	0
17	22.614	1.35789	0
6	22.8669	1.35789	0
7.22222	22.8669	1.35789	0
8.44444	22.8669	1.35789	0
9.66667	22.8669	1.35789	0
10.8889	22.8669	1.35789	0
12.1111	22.8669	1.35789	0
13.3333	22.8669	1.35789	0
14.5556	22.8669	1.35789	0
15.7778	22.8669	1.35789	0
17	22.8669	1.35789	0
6	23.1199	1.35789	0
7.22222	23.1199	1.35789	0
8.44444	23.1199	1.35789	0
9.66667	23.1199	1.35789	0
10.8889	23.1199	1.35789	0
12.1111	23.1199	1.35789	0
13.3333	23.1199	1.35789	0
14.5556	23.1199	1.35789	0
15.7778	23.1199	1.35789	0
17	23.1199	1.35789	0
6	23.3728	1.35789	0
7.22222	23.3728	1.35789	0
8.44444	23.3728	1.35789	0
9.66667	23.3728	1.35789	0
10.8889	23.3728	1.35789	0
12.1111	23.3728	1.35789	0
13.3333	23.3728	1.35789	0
14.5556	23.3728	1.35789	0
15.7778	23.3728	1.35789	0
17	23.3728	1.35789	0
6	23.6258	1.35789	0
7.22222	23.6258	1.35789	0
8.44444	23.6258	1.35789	0
9.66667	23.6258	1.35789	0
10.8889	23.6258	1.35789	0
12.1111	23.6258	1.35789	0
13.3333	23.6258	1.35789	0
14.5556	23.6258	1.35789	0
15.7778	23.6258	1.35789	0
17	23.6258	1.35789	0
6	23.8787	1.35789	0
7.22222	23.8787	1.35789	0
8.44444	23.8787	1.35789	0
9.66667	23.8787	1.35789	0
10.8889	23.8787	1.35789	0
12.1111	23.8787	1.35789	0
13.3333	23.8787	1.35789	0
14.5556	23.8787	1.35789	0
15.7778	23.8787	1.35789	0
17	23.8787	1.35789	0
6	24.1317	1.35789	0
7.22222	24.1317	1.35789	0
8.44444	24.1317	1.35789	0
9.66667	24.1317	1.35789	0
10.8889	24.1317	1.35789	0
12.1111	24.1317	1.35789	0
13.3333	24.1317	1.35789	0
14.5556	24.1317	1.35789	0
15.7778	24.1317	1.35789	0
17	24.1317	1.35789	0
6	24.3846	1.35789	0
7.22222	24.3846	1.35789	0
8.44444	24.3846	1.35789	0
9.66667	24.3846	1.35789	0
10.8889	24.3846	1.35789	0
12.1111	24.3846	1.35789	0
13.3333	24.3846	1.35789	0
14.5556	24.3846	1.35789	0
15.7778	24.3846	1.35789	0
17	24.3846	1.35789	0
6	24.6376	1.35789	0
7.22222	24.6376	1.35789	0
8.44444	24.6376	1.35789	0
9.66667	24.6376	1.35789	0
10.8889	24.6376	1.35789	0
12.1111	24.6376	1.35789	0
13.3333	24.6376	1.35789	0
14.5556	24.6376	1.35789	0
15.7778	24.6376	1.35789	0
17	24.6376	1.35789	0
6	24.8905	1.35789	0
7.22222	24.8905	1.35789	0
8.44444	24.8905	1.35789	0
9.66667	24.8905	1.35789	0
10.8889	24.8905	1.35789	0
12.1111	24.8905	1.35789	0
13.3333	24.8905	1.35789	0
14.5556	24.8905	1.35789	0
15.7778	24.8905	1.35789	0
17	24.8905	1.35789	0
6	25.1435	1.35789	0
7.22222	25.1435	1.35789	0
8.44444	25.1435	1.35789	0
9.66667	25.1435	1.35789	0
10.8889	25.1435	1.35789	0
12.1111	25.1435	1.35789	0
13.3333	25.1435	1.35789	0
14.5556	25.1435	1.35789	0
15.7778	25.1435	1.35789	0
17	25.1435	1.35789	0
6	25.3964	1.35789	0
7.22222	25.3964	1.35789	0
8.44444	25.3964	1.35789	0
9.66667	25.3964	1.35789	0
10.8889	25.3964	1.35789	0
12.1111	25.3964	1.35789	0
13.3333	25.3964	1.35789	0
14.5556	25.3964	1.35789	0
15.7778	25.3964	1.35789	0
17	25.3964	1.35789	0
6	25.6494	1.35789	0
7.22222	25.6494	1.35789	0
8.44444	25.6494	1.35789	0
9.66667	25.6494	1.35789	0
10.8889	25.6494	1.35789	0
12.1111	25.6494	1.35789	0
13.3333	25.6494	1.35789	0
14.5556	25.6494	1.35789	0
15.7778	25.6494	1.35789	0
17	25.6494	1.35789	0
6	25.9023	1.35789	0
7.22222	25.9023	1.35789	0
8.44444	25.9023	1.35789	0
9.66667	25.9023	1.35789	0
10.8889	25.9023	1.35789	0
12.1111	25.9023	1.35789	0
13.3333	25.9023	1.35789	0
14.5556	25.9023	1.35789	0
